,name,customer_id,rating
2470,Inverse incremental task-force,82,5
2471,Balanced optimizing complexity,173,5
2472,Total non-volatile ability,172,5
2473,Switchable object-oriented secured line,239,5
2474,Re-engineered foreground matrices,72,5
2475,Realigned static capability,159,5
2476,Customer-focused motivating service-desk,171,5
2477,Vision-oriented interactive firmware,242,5
2478,Networked tertiary firmware,229,5
2479,De-engineered context-sensitive standardization,191,5
2480,Vision-oriented interactive firmware,194,5
2481,Inverse holistic open architecture,23,5
2482,Vision-oriented solution-oriented hub,49,5
2483,Re-engineered foreground matrices,235,5
2484,Balanced optimizing complexity,103,5
2485,Team-oriented neutral collaboration,78,5
2486,Switchable object-oriented secured line,150,5
2487,Re-engineered foreground matrices,157,5
2488,Re-engineered foreground matrices,167,5
2489,Balanced optimizing complexity,225,5
2490,Balanced optimizing complexity,61,5
2491,Reduced 6thgeneration attitude,107,5
2492,Reduced 6thgeneration attitude,219,5
2493,Reduced 6thgeneration attitude,146,5
2494,Organized motivating projection,70,5
2495,Synchronized multi-tasking hierarchy,19,5
2496,Customer-focused motivating service-desk,210,5
2497,Customer-focused motivating service-desk,103,5
2498,Balanced optimizing complexity,194,5
2499,Vision-oriented interactive firmware,61,5
2500,Visionary composite capacity,227,5
2501,Balanced optimizing complexity,123,5
2502,Seamless client-driven analyzer,83,5
2503,Programmable object-oriented open architecture,144,5
2504,Networked tertiary firmware,94,5
2505,Reduced 6thgeneration attitude,183,5
2506,Team-oriented neutral collaboration,149,5
2507,Team-oriented neutral collaboration,146,5
2508,Reduced 6thgeneration attitude,207,5
2509,Balanced optimizing complexity,238,5
2510,Stand-alone zero-defect challenge,74,5
2511,Virtual systemic benchmark,148,5
2512,Balanced optimizing complexity,146,5
2513,Synchronized multi-tasking hierarchy,47,5
2514,De-engineered context-sensitive standardization,162,5
2515,Visionary composite capacity,205,5
2516,Re-engineered foreground matrices,75,5
2517,Balanced optimizing complexity,89,5
2518,Triple-buffered upward-trending array,249,5
2519,Reduced 6thgeneration attitude,87,5
2520,Automated tangible framework,102,5
2521,Re-contextualized 5thgeneration benchmark,178,5
2522,Inverse holistic open architecture,44,5
2523,Vision-oriented interactive firmware,134,5
2524,Stand-alone zero-defect challenge,119,5
2525,Programmable object-oriented open architecture,215,5
2526,Sharable modular groupware,109,5
2527,Organized motivating projection,99,5
2528,Vision-oriented interactive firmware,187,5
2529,Programmable object-oriented open architecture,185,5
2530,Pre-emptive tertiary implementation,94,5
2531,Object-based uniform hierarchy,191,5
2532,Intuitive intangible intranet,185,5
2533,Seamless client-driven analyzer,239,5
2534,Function-based client-driven success,168,5
2535,Switchable object-oriented secured line,59,5
2536,Re-engineered foreground matrices,225,5
2537,Inverse incremental task-force,128,5
2538,Re-engineered foreground matrices,82,5
2539,Re-contextualized 5thgeneration benchmark,95,5
2540,Organized motivating projection,73,5
2541,Self-enabling leadingedge utilization,29,5
2542,Self-enabling bifurcated implementation,96,5
2543,Reduced 6thgeneration attitude,153,5
2544,Reduced 6thgeneration attitude,168,5
2545,Reduced 6thgeneration attitude,82,5
2546,Assimilated non-volatile neural-net,209,5
2547,Automated tangible framework,193,5
2548,Assimilated non-volatile neural-net,118,5
2549,User-centric cohesive archive,229,5
2550,Assimilated non-volatile neural-net,182,5
2551,Reduced 6thgeneration attitude,124,5
2552,Team-oriented neutral collaboration,215,5
2553,Re-contextualized 5thgeneration benchmark,96,5
2554,Networked tertiary firmware,112,5
2555,Balanced optimizing complexity,176,5
2556,Automated tangible framework,208,5
2557,Intuitive intangible intranet,235,5
2558,Pre-emptive tertiary implementation,228,5
2559,Object-based uniform hierarchy,150,5
2560,Assimilated non-volatile neural-net,202,5
2561,Assimilated non-volatile neural-net,139,5
2562,Self-enabling leadingedge utilization,43,5
2563,Pre-emptive tertiary implementation,56,5
2564,Networked tertiary firmware,203,5
2565,Polarized next generation toolset,95,5
2566,Customer-focused motivating service-desk,126,5
2567,Visionary composite capacity,80,5
2568,Assimilated non-volatile neural-net,68,5
2569,Progressive 4thgeneration portal,62,5
2570,Assimilated non-volatile neural-net,178,5
2571,Function-based client-driven success,188,5
2572,Total non-volatile ability,215,5
2573,Re-engineered foreground matrices,63,5
2574,Total non-volatile ability,79,5
2575,Assimilated non-volatile neural-net,68,5
2576,Progressive 4thgeneration portal,73,5
2577,Right-sized didactic function,47,5
2578,Integrated tertiary protocol,216,5
2579,Intuitive impactful support,223,5
2580,Function-based client-driven success,99,5
2581,Front-line reciprocal moratorium,158,5
2582,Assimilated non-volatile neural-net,101,5
2583,Polarized next generation toolset,224,5
2584,Self-enabling bifurcated implementation,224,5
2585,Stand-alone zero-defect challenge,102,5
2586,Realigned static capability,156,5
2587,Organized motivating projection,215,5
2588,Virtual systemic benchmark,86,5
2589,Focused global access,187,4
2590,Phased reciprocal concept,163,4
2591,Automated logistical Internet solution,103,4
2592,Virtual national frame,198,4
2593,Optimized uniform strategy,218,4
2594,Quality-focused transitional moratorium,98,4
2595,Integrated background Graphic Interface,94,4
2596,Organic bi-directional Local Area Network,59,4
2597,Adaptive 5thgeneration solution,57,4
2598,Reduced 6thgeneration attitude,151,4
2599,Managed 24/7 throughput,171,4
2600,Reactive bi-directional circuit,79,4
2601,Focused global access,245,4
2602,Face-to-face real-time access,79,4
2603,Reactive bi-directional circuit,132,4
2604,Ergonomic attitude-oriented application,137,4
2605,Reverse-engineered exuding project,235,4
2606,Virtual object-oriented paradigm,178,4
2607,Robust 6thgeneration strategy,240,4
2608,Automated logistical Internet solution,191,4
2609,Virtual national frame,92,4
2610,Reduced 6thgeneration attitude,98,4
2611,Face-to-face real-time access,66,4
2612,Phased reciprocal concept,54,4
2613,Visionary national access,197,4
2614,Proactive regional throughput,135,4
2615,Proactive regional throughput,195,4
2616,Reduced 6thgeneration attitude,222,4
2617,Reduced 6thgeneration attitude,97,4
2618,Organic bi-directional Local Area Network,166,4
2619,Reduced 6thgeneration attitude,131,4
2620,Virtual national frame,186,4
2621,Robust 6thgeneration strategy,90,4
2622,Quality-focused transitional moratorium,94,4
2623,Virtual object-oriented paradigm,172,4
2624,Managed 24/7 throughput,71,4
2625,Reduced 6thgeneration attitude,215,4
2626,Profit-focused needs-based strategy,218,4
2627,Triple-buffered upward-trending array,232,4
2628,Reduced 6thgeneration attitude,56,4
2629,Visionary asynchronous budgetary management,167,4
2630,Reduced 6thgeneration attitude,84,4
2631,Right-sized coherent matrix,73,4
2632,Front-line real-time algorithm,233,4
2633,Quality-focused transitional moratorium,62,4
2634,Front-line real-time algorithm,180,4
2635,Reduced 6thgeneration attitude,87,4
2636,Public-key leadingedge Local Area Network,150,4
2637,Fundamental responsive project,121,4
2638,Managed 24/7 throughput,51,4
2639,Virtual national frame,57,4
2640,Quality-focused asynchronous instruction set,108,4
2641,Managed 24/7 throughput,243,4
2642,Organic bi-directional Local Area Network,146,4
2643,Visionary composite capacity,219,4
2644,Profit-focused needs-based strategy,156,4
2645,Mandatory solution-oriented project,56,4
2646,Visionary composite capacity,78,4
2647,Robust 6thgeneration strategy,203,4
2648,Focused global access,129,4
2649,Right-sized coherent matrix,52,4
2650,Proactive regional throughput,185,4
2651,Phased 4thgeneration workforce,77,4
2652,Automated logistical Internet solution,114,4
2653,Phased reciprocal concept,96,4
2654,Phased reciprocal concept,182,4
2655,Automated logistical Internet solution,59,4
2656,Phased 4thgeneration workforce,242,4
2657,Devolved contextually-based utilization,248,4
2658,Phased reciprocal concept,62,4
2659,Devolved contextually-based utilization,100,4
2660,Public-key leadingedge Local Area Network,62,4
2661,Integrated tertiary protocol,101,4
2662,Phased reciprocal concept,227,4
2663,Optimized uniform strategy,163,4
2664,Focused global access,232,4
2665,Optimized uniform strategy,217,4
2666,Automated logistical Internet solution,57,4
2667,Virtual national frame,178,4
2668,Automated logistical Internet solution,87,4
2669,Robust 6thgeneration strategy,55,4
2670,Synergistic demand-driven conglomeration,94,4
2671,Reactive bi-directional circuit,194,4
2672,Mandatory solution-oriented project,208,4
2673,Managed 24/7 throughput,90,4
2674,Mandatory solution-oriented project,71,4
2675,Visionary national access,248,4
2676,Virtual object-oriented paradigm,204,4
2677,Phased 4thgeneration workforce,64,4
2678,Ergonomic attitude-oriented application,107,4
2679,Team-oriented eco-centric emulation,121,4
2680,Ergonomic attitude-oriented application,70,4
2681,Face-to-face real-time access,163,4
2682,Reverse-engineered even-keeled interface,95,4
2683,Mandatory solution-oriented project,127,4
2684,Visionary neutral emulation,216,4
2685,Visionary neutral emulation,166,4
2686,Visionary national access,249,4
2687,Robust 6thgeneration strategy,165,4
2688,Organic bi-directional Local Area Network,174,4
2689,Visionary national access,90,4
2690,Devolved contextually-based utilization,135,4
2691,Public-key leadingedge Local Area Network,235,4
2692,Robust 6thgeneration strategy,221,4
2693,Public-key leadingedge Local Area Network,129,4
2694,Phased reciprocal concept,88,4
2695,Mandatory solution-oriented project,129,4
2696,Ergonomic attitude-oriented application,104,4
2697,Focused global access,85,4
2698,Extended stable knowledgebase,241,4
2699,Right-sized coherent matrix,124,4
2700,Triple-buffered upward-trending array,115,4
2701,Cross-platform client-driven neural-net,108,4
2702,Front-line real-time algorithm,202,4
2703,Mandatory solution-oriented project,205,4
2704,Virtual national frame,149,4
2705,Quality-focused transitional moratorium,249,4
2706,Quality-focused asynchronous instruction set,96,4
2707,Reverse-engineered even-keeled interface,191,4
2708,Visionary asynchronous budgetary management,221,4
2709,Managed 24/7 throughput,147,4
2710,Reverse-engineered even-keeled interface,195,4
2711,Visionary neutral emulation,113,4
2712,Integrated background Graphic Interface,235,4
2713,Proactive regional throughput,174,4
2714,Proactive regional throughput,208,4
2715,Proactive regional throughput,54,4
2716,Adaptive intangible Graphic Interface,235,4
2717,Organic bi-directional Local Area Network,236,4
2718,Virtual object-oriented paradigm,57,4
2719,Automated logistical Internet solution,200,4
2720,Phased reciprocal concept,68,4
2721,Phased reciprocal concept,111,4
2722,Extended stable knowledgebase,161,4
2723,Face-to-face real-time access,229,4
2724,Re-engineered fault-tolerant implementation,129,4
2725,Focused global access,196,4
2726,Face-to-face real-time access,234,4
2727,Focused global access,175,4
2728,Optimized uniform strategy,212,4
2729,Reduced 6thgeneration attitude,65,4
2730,Virtual national frame,220,4
2731,Ergonomic attitude-oriented application,113,4
2732,Adaptive intangible Graphic Interface,179,4
2733,Ergonomic attitude-oriented application,129,4
2734,Automated logistical Internet solution,102,4
2735,Virtual national frame,131,4
2736,Phased reciprocal concept,92,4
2737,Managed 24/7 throughput,106,4
2738,Robust dedicated help-desk,84,4
2739,Quality-focused transitional moratorium,132,4
2740,Team-oriented object-oriented customer loyalty,250,4
2741,Extended stable knowledgebase,98,4
2742,Cloned full-range paradigm,245,4
2743,Realigned static capability,110,4
2744,Centralized 24hour infrastructure,214,4
2745,User-friendly analyzing software,99,4
2746,Team-oriented object-oriented customer loyalty,116,4
2747,Compatible tangible framework,88,4
2748,Customer-focused national adapter,191,4
2749,Fully-configurable 24hour website,103,4
2750,Cloned full-range paradigm,61,4
2751,Centralized 24hour infrastructure,70,4
2752,Centralized 24hour infrastructure,187,4
2753,Reverse-engineered exuding project,124,4
2754,Robust dedicated help-desk,105,4
2755,Object-based uniform hierarchy,107,4
2756,Business-focused 5thgeneration customer loyalty,83,4
2757,Customer-focused national adapter,124,4
2758,Visionary composite capacity,196,4
2759,Adaptive 5thgeneration solution,97,4
2760,Object-based uniform hierarchy,87,4
2761,Multi-channeled transitional secured line,183,4
2762,Customer-focused national adapter,83,4
2763,Team-oriented object-oriented customer loyalty,114,4
2764,User-friendly analyzing software,156,4
2765,Cloned full-range paradigm,236,4
2766,Ameliorated bottom-line middleware,101,4
2767,Visionary composite capacity,174,4
2768,Cloned full-range paradigm,166,4
2769,Object-based uniform hierarchy,136,4
2770,Visionary asynchronous budgetary management,228,4
2771,Extended stable knowledgebase,169,4
2772,Profit-focused needs-based strategy,174,4
2773,Realigned static capability,220,4
2774,Business-focused system-worthy policy,204,4
2775,Business-focused system-worthy policy,200,4
2776,Business-focused system-worthy policy,122,4
2777,Total zero administration encryption,152,4
2778,Customer-focused national adapter,142,4
2779,Multi-channeled transitional secured line,188,4
2780,Extended stable knowledgebase,249,4
2781,Reactive bi-directional circuit,159,4
2782,Visionary composite capacity,77,4
2783,Business-focused system-worthy policy,131,4
2784,Profit-focused needs-based strategy,235,4
2785,Cross-platform client-driven neural-net,213,4
2786,Cloned full-range paradigm,157,4
2787,Business-focused 5thgeneration customer loyalty,99,4
2788,Business-focused 5thgeneration customer loyalty,230,4
2789,Virtual object-oriented paradigm,226,4
2790,Versatile even-keeled database,91,4
2791,Visionary composite capacity,107,4
2792,Object-based uniform hierarchy,189,4
2793,Compatible tangible framework,158,4
2794,Realigned static capability,141,4
2795,User-friendly analyzing software,249,4
2796,Adaptive 5thgeneration solution,194,4
2797,Realigned static capability,140,4
2798,User-friendly analyzing software,78,4
2799,Business-focused 5thgeneration customer loyalty,126,4
2800,Compatible tangible framework,189,4
2801,Compatible tangible framework,160,4
2802,Cross-platform client-driven neural-net,77,4
2803,Compatible tangible framework,82,4
2804,Robust dedicated help-desk,249,4
2805,Robust dedicated help-desk,201,4
2806,Business-focused 5thgeneration customer loyalty,185,4
2807,Visionary composite capacity,115,4
2808,Versatile even-keeled database,90,4
2809,Business-focused 5thgeneration customer loyalty,157,4
2810,Cross-platform client-driven neural-net,175,4
2811,Compatible tangible framework,244,4
2812,Customer-focused national adapter,69,4
2813,Customer-focused national adapter,228,4
2814,Customer-focused national adapter,165,4
2815,Cloned full-range paradigm,187,4
2816,Compatible tangible framework,120,4
2817,Visionary composite capacity,235,4
2818,Cloned full-range paradigm,233,4
2819,Reactive bi-directional circuit,118,4
2820,Fully-configurable 24hour website,162,4
2821,Extended stable knowledgebase,195,4
2822,Realigned static capability,148,4
2823,Team-oriented object-oriented customer loyalty,177,4
2824,Object-based uniform hierarchy,136,4
2825,Centralized 24hour infrastructure,111,4
2826,Robust dedicated help-desk,247,4
2827,Multi-channeled transitional secured line,186,4
2828,Versatile even-keeled database,161,4
2829,Extended stable knowledgebase,217,4
2830,Centralized 24hour infrastructure,84,4
2831,Realigned static capability,183,4
2832,Triple-buffered upward-trending array,165,4
2833,Adaptive 5thgeneration solution,85,4
2834,Robust dedicated help-desk,88,4
2835,Versatile even-keeled database,250,4
2836,Robust dedicated help-desk,111,4
2837,Robust dedicated help-desk,189,4
2838,Triple-buffered upward-trending array,164,4
2839,Cloned full-range paradigm,224,4
2840,Multi-channeled transitional secured line,63,4
2841,Multi-channeled transitional secured line,124,4
2842,Robust dedicated help-desk,249,4
2843,Robust dedicated help-desk,74,4
2844,Compatible tangible framework,225,4
2845,Robust dedicated help-desk,126,4
2846,Multi-channeled transitional secured line,143,4
2847,Business-focused system-worthy policy,170,4
2848,Centralized 24hour infrastructure,207,4
2849,Ameliorated bottom-line middleware,140,4
2850,Fully-configurable 24hour website,232,4
2851,Virtual object-oriented paradigm,152,4
2852,Reactive bi-directional circuit,100,4
2853,Reverse-engineered exuding project,221,4
2854,Customer-focused incremental knowledgebase,135,4
2855,Organized interactive algorithm,208,4
2856,Organized holistic conglomeration,192,4
2857,Profit-focused needs-based strategy,191,4
2858,Quality-focused asynchronous instruction set,51,4
2859,Integrated tertiary protocol,145,4
2860,Organized holistic conglomeration,151,4
2861,Devolved contextually-based utilization,185,4
2862,Virtual object-oriented paradigm,131,4
2863,Realigned context-sensitive function,83,4
2864,Right-sized coherent matrix,175,4
2865,Customer-focused incremental knowledgebase,113,4
2866,Extended stable knowledgebase,129,4
2867,Quality-focused transitional moratorium,124,4
2868,Cross-platform client-driven neural-net,53,4
2869,Realigned static capability,231,4
2870,Quality-focused asynchronous instruction set,138,4
2871,Multi-channeled transitional secured line,64,4
2872,Face-to-face 24hour website,141,4
2873,Centralized 24hour infrastructure,105,4
2874,Realigned context-sensitive function,96,4
2875,Devolved contextually-based utilization,111,4
2876,Organized holistic conglomeration,137,4
2877,Ameliorated bottom-line middleware,156,4
2878,Realigned context-sensitive function,89,4
2879,Customer-focused incremental knowledgebase,167,4
2880,Virtual national frame,161,4
2881,Profit-focused needs-based strategy,52,4
2882,Triple-buffered upward-trending array,215,4
2883,Right-sized coherent matrix,81,4
2884,Reduced 6thgeneration attitude,136,4
2885,Visionary asynchronous budgetary management,147,4
2886,Organized interactive algorithm,146,4
2887,Devolved contextually-based utilization,138,4
2888,Realigned context-sensitive function,136,4
2889,Managed 24/7 throughput,195,4
2890,Reverse-engineered exuding project,90,4
2891,Quality-focused transitional moratorium,128,4
2892,Organized holistic conglomeration,87,4
2893,Ameliorated bottom-line middleware,89,4
2894,Organic bi-directional Local Area Network,127,4
2895,Cross-platform client-driven neural-net,191,4
2896,Mandatory solution-oriented project,245,4
2897,Cross-platform client-driven neural-net,78,4
2898,Organized holistic conglomeration,219,4
2899,Realigned context-sensitive function,224,4
2900,Cross-platform client-driven neural-net,156,4
2901,Visionary asynchronous budgetary management,238,4
2902,Total zero administration encryption,78,4
2903,User-friendly analyzing software,239,4
2904,Customer-focused incremental knowledgebase,245,4
2905,Business-focused 5thgeneration customer loyalty,236,4
2906,Object-based uniform hierarchy,51,4
2907,Visionary composite capacity,58,4
2908,Adaptive 5thgeneration solution,96,4
2909,Customer-focused incremental knowledgebase,177,4
2910,Multi-channeled transitional secured line,159,4
2911,Devolved contextually-based utilization,182,4
2912,Quality-focused transitional moratorium,153,4
2913,User-friendly analyzing software,148,4
2914,Centralized 24hour infrastructure,174,4
2915,Quality-focused transitional moratorium,172,4
2916,Visionary composite capacity,65,4
2917,Devolved contextually-based utilization,140,4
2918,Fully-configurable 24hour website,149,4
2919,Optimized uniform strategy,118,4
2920,Quality-focused transitional moratorium,205,4
2921,Devolved contextually-based utilization,110,4
2922,Profit-focused needs-based strategy,146,4
2923,Business-focused system-worthy policy,240,4
2924,Extended stable knowledgebase,196,4
2925,Visionary composite capacity,104,4
2926,User-friendly analyzing software,55,4
2927,Realigned static capability,174,4
2928,Mandatory solution-oriented project,66,4
2929,Mandatory solution-oriented project,152,4
2930,Total zero administration encryption,124,4
2931,Face-to-face 24hour website,239,4
2932,Visionary asynchronous budgetary management,224,4
2933,Multi-channeled transitional secured line,119,4
2934,Face-to-face 24hour website,63,4
2935,Object-based uniform hierarchy,62,4
2936,Total zero administration encryption,172,4
2937,Fundamental responsive project,247,4
2938,Total zero administration encryption,142,4
2939,Quality-focused transitional moratorium,187,4
2940,User-friendly analyzing software,232,4
2941,Multi-channeled transitional secured line,99,4
2942,Mandatory solution-oriented project,82,4
2943,Adaptive 5thgeneration solution,114,4
2944,Virtual object-oriented paradigm,146,4
2945,Business-focused 5thgeneration customer loyalty,200,4
2946,Quality-focused transitional moratorium,67,4
2947,Total zero administration encryption,78,4
2948,Adaptive 5thgeneration solution,109,4
2949,Versatile even-keeled database,192,4
2950,Face-to-face 24hour website,185,4
2951,Total zero administration encryption,211,4
2952,Versatile even-keeled database,163,4
2953,Cross-platform client-driven neural-net,118,4
2954,Virtual object-oriented paradigm,223,4
2955,Self-enabling 4thgeneration extranet,60,4
2956,Integrated background Graphic Interface,169,4
2957,Robust demand-driven core,181,4
2958,Synergized transitional array,219,4
2959,Re-engineered foreground matrices,188,4
2960,Synergized transitional array,220,4
2961,Intuitive intangible intranet,189,4
2962,Synergized transitional array,84,4
2963,Innovative multimedia knowledgebase,141,4
2964,Seamless client-driven analyzer,229,4
2965,Seamless client-driven analyzer,170,4
2966,Team-oriented neutral collaboration,125,4
2967,Seamless client-driven analyzer,89,4
2968,Synergized transitional array,217,4
2969,Synergized transitional array,177,4
2970,Balanced modular info-mediaries,172,4
2971,Intuitive intangible intranet,148,4
2972,Balanced modular info-mediaries,140,4
2973,Synergized transitional array,213,4
2974,Robust demand-driven core,75,4
2975,Balanced modular info-mediaries,63,4
2976,Face-to-face systemic customer loyalty,175,4
2977,Seamless client-driven analyzer,72,4
2978,Robust demand-driven core,115,4
2979,Sharable modular groupware,210,4
2980,Synergized transitional array,212,4
2981,Total motivating methodology,126,4
2982,Total motivating methodology,197,4
2983,Robust demand-driven core,232,4
2984,Re-engineered foreground matrices,124,4
2985,Intuitive intangible intranet,61,4
2986,Robust demand-driven core,71,4
2987,Pre-emptive tertiary implementation,124,4
2988,Pre-emptive tertiary implementation,228,4
2989,Robust demand-driven core,90,4
2990,Innovative multimedia knowledgebase,164,4
2991,Synergized transitional array,141,4
2992,Innovative multimedia knowledgebase,113,4
2993,Team-oriented neutral collaboration,88,4
2994,Synergized transitional array,85,4
2995,Team-oriented neutral collaboration,209,4
2996,Robust demand-driven core,158,4
2997,Synergized transitional array,129,4
2998,Polarized impactful installation,73,4
2999,Innovative multimedia knowledgebase,227,4
3000,Balanced modular info-mediaries,83,4
3001,Re-engineered foreground matrices,226,4
3002,Innovative multimedia knowledgebase,147,4
3003,Inverse incremental task-force,164,4
3004,Self-enabling bifurcated implementation,54,4
3005,Polarized impactful installation,226,4
3006,Re-contextualized 5thgeneration benchmark,106,4
3007,Focused systemic matrix,53,4
3008,Re-contextualized content-based function,117,4
3009,Re-contextualized 5thgeneration benchmark,228,4
3010,Focused systemic matrix,242,4
3011,Re-contextualized content-based function,98,4
3012,Focused systemic matrix,108,4
3013,Self-enabling bifurcated implementation,169,4
3014,Re-contextualized content-based function,203,4
3015,Re-contextualized content-based function,166,4
3016,Self-enabling bifurcated implementation,191,4
3017,Polarized impactful installation,228,4
3018,Re-contextualized content-based function,164,4
3019,Self-enabling bifurcated implementation,140,4
3020,Extended mission-critical data-warehouse,115,4
3021,Focused systemic matrix,78,4
3022,Intuitive impactful support,210,4
3023,Inverse incremental task-force,100,4
3024,Focused systemic matrix,85,4
3025,Balanced modular info-mediaries,61,4
3026,Self-enabling 3rdgeneration portal,156,4
3027,Face-to-face systemic customer loyalty,186,4
3028,Face-to-face systemic customer loyalty,186,4
3029,Re-contextualized 5thgeneration benchmark,161,4
3030,Sharable modular groupware,137,4
3031,Re-contextualized 5thgeneration benchmark,207,4
3032,Team-oriented neutral collaboration,158,4
3033,Re-engineered foreground matrices,184,4
3034,Sharable modular groupware,217,4
3035,Decentralized neutral firmware,240,4
3036,Polarized impactful installation,58,4
3037,Polarized impactful installation,147,4
3038,Sharable modular groupware,171,4
3039,Sharable modular groupware,192,4
3040,Robust demand-driven core,92,4
3041,Sharable modular groupware,206,4
3042,Decentralized neutral firmware,104,4
3043,Inverse incremental task-force,53,4
3044,Re-engineered foreground matrices,76,4
3045,Self-enabling bifurcated implementation,108,4
3046,Pre-emptive tertiary implementation,148,4
3047,Robust demand-driven core,57,4
3048,Self-enabling 3rdgeneration portal,139,4
3049,Front-line reciprocal moratorium,141,4
3050,Face-to-face uniform service-desk,77,4
3051,Face-to-face uniform service-desk,207,4
3052,Face-to-face uniform service-desk,148,4
3053,Front-line reciprocal moratorium,119,4
3054,User-centric cohesive archive,100,4
3055,Intuitive intangible intranet,157,4
3056,Triple-buffered analyzing paradigm,204,4
3057,Triple-buffered analyzing paradigm,86,4
3058,Profound next generation open architecture,68,4
3059,Diverse responsive architecture,124,4
3060,Triple-buffered analyzing paradigm,209,4
3061,Triple-buffered analyzing paradigm,162,4
3062,Triple-buffered analyzing paradigm,175,4
3063,Profound next generation open architecture,219,4
3064,Triple-buffered analyzing paradigm,86,4
3065,Face-to-face uniform service-desk,101,4
3066,Down-sized asynchronous artificial intelligence,112,4
3067,Face-to-face uniform service-desk,174,4
3068,Front-line reciprocal moratorium,203,4
3069,Down-sized asynchronous artificial intelligence,108,4
3070,Triple-buffered analyzing paradigm,126,4
3071,Triple-buffered analyzing paradigm,67,4
3072,Front-line reciprocal moratorium,192,4
3073,Fundamental incremental structure,68,4
3074,Inverse didactic moderator,75,4
3075,Intuitive intangible intranet,97,4
3076,Fundamental incremental structure,78,4
3077,User-centric cohesive archive,61,4
3078,Diverse responsive architecture,55,4
3079,Fundamental incremental structure,237,4
3080,Multi-tiered foreground support,167,4
3081,Intuitive intangible intranet,110,4
3082,Profound next generation open architecture,129,4
3083,Inverse didactic moderator,176,4
3084,Front-line reciprocal moratorium,155,4
3085,Inverse didactic moderator,96,4
3086,Fundamental incremental structure,148,4
3087,Face-to-face uniform service-desk,148,4
3088,User-centric cohesive archive,244,4
3089,Intuitive intangible intranet,185,4
3090,Profound next generation open architecture,92,4
3091,Front-line reciprocal moratorium,64,4
3092,Triple-buffered analyzing paradigm,158,4
3093,Triple-buffered analyzing paradigm,126,4
3094,Team-oriented neutral collaboration,143,4
3095,Reduced homogeneous frame,61,4
3096,Front-line reciprocal moratorium,97,4
3097,User-centric cohesive archive,217,4
3098,Programmable regional installation,210,4
3099,User-centric cohesive archive,115,4
3100,Business-focused heuristic methodology,57,4
3101,Team-oriented neutral collaboration,112,4
3102,Team-oriented neutral collaboration,108,4
3103,Robust demand-driven core,56,4
3104,Intuitive intangible intranet,154,4
3105,Innovative multimedia knowledgebase,114,4
3106,Robust demand-driven core,126,4
3107,Reduced homogeneous frame,242,4
3108,Reduced homogeneous frame,93,4
3109,Pre-emptive tertiary implementation,230,4
3110,Innovative multimedia knowledgebase,248,4
3111,Innovative multimedia knowledgebase,216,4
3112,Total motivating methodology,67,4
3113,Intuitive intangible intranet,78,4
3114,Pre-emptive tertiary implementation,184,4
3115,Front-line reciprocal moratorium,64,4
3116,Re-engineered foreground matrices,249,4
3117,Face-to-face uniform service-desk,175,4
3118,Reduced homogeneous frame,217,4
3119,Face-to-face uniform service-desk,195,4
3120,Front-line reciprocal moratorium,101,4
3121,User-centric cohesive archive,240,4
3122,Down-sized asynchronous artificial intelligence,77,4
3123,User-centric cohesive archive,196,4
3124,Face-to-face uniform service-desk,148,4
3125,Programmable regional installation,57,4
3126,Versatile tangible artificial intelligence,117,4
3127,Face-to-face uniform service-desk,114,4
3128,Face-to-face uniform service-desk,106,4
3129,Front-line reciprocal moratorium,231,4
3130,Face-to-face uniform service-desk,69,4
3131,Face-to-face uniform service-desk,236,4
3132,Versatile tangible artificial intelligence,202,4
3133,Business-focused heuristic methodology,127,4
3134,Front-line reciprocal moratorium,167,4
3135,Versatile tangible artificial intelligence,81,4
3136,Programmable regional installation,226,4
3137,Re-engineered foreground matrices,88,4
3138,Self-enabling bifurcated implementation,83,4
3139,Extended mission-critical data-warehouse,132,4
3140,Down-sized asynchronous artificial intelligence,249,4
3141,Stand-alone secondary neural-net,205,4
3142,Stand-alone secondary neural-net,244,4
3143,Re-contextualized hybrid matrices,218,4
3144,Stand-alone secondary neural-net,67,4
3145,Innovative eco-centric customer loyalty,124,4
3146,User-centric grid-enabled moratorium,53,4
3147,Re-contextualized 5thgeneration benchmark,233,4
3148,Re-engineered motivating info-mediaries,116,4
3149,Stand-alone secondary neural-net,106,4
3150,Networked foreground extranet,165,4
3151,User-centric grid-enabled moratorium,236,4
3152,Stand-alone secondary neural-net,115,4
3153,User-centric 4thgeneration moratorium,214,4
3154,Enhanced user-facing neural-net,72,4
3155,User-centric 4thgeneration moratorium,86,4
3156,Inverse empowering neural-net,151,4
3157,Profit-focused optimizing product,123,4
3158,User-centric grid-enabled moratorium,63,4
3159,Profit-focused optimizing product,130,4
3160,User-centric grid-enabled moratorium,216,4
3161,Re-contextualized 5thgeneration benchmark,74,4
3162,Inverse empowering neural-net,165,4
3163,Enhanced user-facing neural-net,193,4
3164,Re-contextualized hybrid matrices,175,4
3165,Stand-alone secondary neural-net,78,4
3166,Re-contextualized hybrid matrices,158,4
3167,Re-contextualized hybrid matrices,145,4
3168,User-centric 4thgeneration moratorium,109,4
3169,Re-engineered motivating info-mediaries,221,4
3170,Stand-alone secondary neural-net,82,4
3171,Inverse empowering neural-net,59,4
3172,Stand-alone secondary neural-net,154,4
3173,Inverse empowering neural-net,104,4
3174,Polarized responsive intranet,235,4
